voyageID,captainName,rank,fromPlace,toPlace,voyageStartDate,nationality,shipName,shipType,companyName
21556,De Begue,Cdt.,St Domingue,St. Nazaire,1776-09-30,French,La Elourdie,,
21557,D. Buijs,KLtZ,St Eustacius,Bonaire,1829-01-15,Dutch,Panter,Brik,MAR
21558,,,St Eustacius,Cura_ao,1816-01-24,Dutch,Prins van Oranje,,ADM
21559,I.A. Houtman,Kapitein,St Eustacius,Cura_ao,1847-05-29,Dutch,Meermin,,MAR
21560,I.A. Houtman,Kapitein,St Eustacius,Cura_ao,1848-11-29,Dutch,Meermin,,MAR
21561,W.J. van Ees,KLtZ,St Eustacius,Curacao,1832-06-14,Dutch,Valk,Brik,MAR
21562,I.A. Houtman,Kapitein,St Eustacius,Curacao,1846-05-24,Dutch,Meermin,,MAR
21563,C. van Gennep,Kapitein,St Eustacius,Hellevoetsluis,1780-07-07,Dutch,Jason,,ADM
21564,I.A. Houtman,Kapitein,St Eustacius,La Guaijra,1847-12-21,Dutch,Meermin,,MAR
21565,,,St Eustacius,Nederland,1762-03-26,Dutch,Prins Willem V,,MCC
21566,W.J. van Ees,KLtZ,St Eustacius,Parimaribo,1828-05-18,Dutch,Valk,Brik,MAR
21567,W.J. van Ees,KLtZ,St Eustacius,Parimaribo,1829-04-11,Dutch,Valk,Brik,MAR
21568,J. Delvos,Kapitein,St Eustacius,Rotterdam,1783-04-07,Dutch,Arend,,ADM
21569,J. van der Straaten,KLtZ,St Eustacius,St Maarten,1828-07-30,Dutch,Koerier,,MAR
21570,D. Buijs,KLtZ,St Eustacius,Suriname,1829-04-03,Dutch,Panter,Brik,MAR
21571,D. Buijs,KLtZ,St Eustacius,Suriname,1829-05-26,Dutch,Panter,Brik,MAR
21572,D. Buijs,KLtZ,St Eustacius,Suriname,1830-06-14,Dutch,Panter,Brik,MAR
21573,J.P. Muller,KLtZ,St Eustacius,Suriname,1834-01-26,Dutch,Pegasus,Brik,MAR
21574,J.P. Muller,KLtZ,St Eustacius,Suriname,1834-07-26,Dutch,Pegasus,Brik,MAR
21575,,,St Eustacius,Texel,1779-07-15,Dutch,Jason,,ADM
21576,J. W. Moll,LtZ,St. Eustacius,Curacao,1828-04-22,Dutch,Curacao,Steamer,ADM
21577,Volmer Knollaert,LtZ,St. Eustacius,La Guyara,1849-05-15,Dutch,Adder,Schoener,
21578,W. van der Beets,Kapitein,St Eustatius,Christiaan Zand,1778-10-10,Dutch,Princes Maria Louisa,,ADM
21579,C. Schroeder,KLtZ,St Eustatius,Curacao,1823-12-15,Dutch,Eendracht,Korvet,ADM
21580,C. Schroeder,KLtZ,St Eustatius,Curacao,1824-02-15,Dutch,Eendracht,Korvet,ADM
21581,J. van der Straaten,KLtZ,St Eustatius,Curacao,1828-08-04,Dutch,Koerier,,MAR
21582,J. van der Straaten,KLtZ,St Eustatius,Curacao,1829-02-25,Dutch,Koerier,,MAR
21583,E. Lucas,Kapitein,St Eustatius,Curacao,1830-04-07,Dutch,Sumatra-Java,Fregat,MAR
21584,,,St Eustatius,Curacao,1837-04-06,Dutch,Echo,Brik,ADM
21585,Cornelis van Kakom,Schipper,St Eustatius,Middelburg,1776-04-27,Dutch,Haast U Langzaam,Fregat,MCC
21586,,,St Eustatius,Middelburg,1780-04-01,Dutch,Nieuwe Hoop,Snauw,MCC
21587,J. van der Straaten,KLtZ,St Eustatius,Parimaribo,1832-04-15,Dutch,Koerier,,MAR
21588,W.H. van Voss,Kapitein,St Eustatius,Parimaribo,1834-12-12,Dutch,Echo,Brik,
21589,W.H. van Voss,Kapitein,St Eustatius,Parimaribo,1835-09-02,Dutch,Echo,Brik,
21590,,,St Eustatius,Parimaribo,1837-05-07,Dutch,Echo,Brik,ADM
21591,Horatio Nelson,Captain,St Eustatius,Spithead,1787-06-09,British,Boreas,6th Rate,RN
21592,,,St Eustatius,St Martin,1843-01-22,Dutch,Venus,Brik,MAR
21593,H. van de Velde,KLtZ,St Eustatius,Suriname,1829-09-29,Dutch,Pallas,5th Rate,
21594,J.P. Muller,KLtZ,St Eustatius,Suriname,1835-05-21,Dutch,Pegasus,Brik,MAR
21595,P. Bezemer,Commandeur,St Eustatius,Texel,1769-01-19,Dutch,Amazone,Fregat,ADM
21596,Willem van Braam,Kapitein,St Eustatius,Texel,1778-07-08,Dutch,Allarm,Fregat,ADM
21597,,,St Eustatius,Texel,1779-03-26,Dutch,Unknown-03,,ADM
21598,P. van Peer,Kapitein,St Eustatius,Texel,1791-01-15,Dutch,Eensgezindheid,,ADM
21599,Lodewijk Grave van Bijland,Kapitein,St. Eustatius,Nieuwediep,1761-01-09,Dutch,Maarsen,Oorlogsschip,ADM
21600,J.A. Pronk,,St George dElmina,Batavia,1836-06-06,Dutch,Maria,,
21601,J.T. Pronk,Kapitein,St George dElmina,Batavia,1836-06-06,Dutch,Maria,,
21602,F. Mathijssen,Kapitein,St George dElmina,Batavia,1837-08-16,Dutch,Anthony,,
21603,F. Fokkens,Kapitein,St George dElmina,Batavia,1838-01-24,Dutch,Elisabeth,,
21604,A. Schaap,Kapitein,St George dElmina,Batavia,1838-08-07,Dutch,Rhoon en Pendrecht,,MER
21605,A. Schaap Mz.,Kapitein,St George dElmina,Batavia,1839-07-18,Dutch,Jacobus,,
21606,J.F. Klomp,Kapitein,St George dElmina,Batavia,1840-12-16,Dutch,Anthony,,
21607,C.M. Borghorst,Kapitein,St George dElmina,Batavia,1841-10-31,Dutch,Jacobus,,
21608,D. Charlau,Kapitein,St George dElmina,Batavia,1842-02-16,Dutch,Europa,,MER
21609,J.F. Klomp,Kapitein,St George dElmina,Batavia,1845-01-13,Dutch,Anthony,,
21610,J.G. Schr_der,Kapitein,St George dElmina,Batavia,1846-03-21,Dutch,Willem,,
21611,J. F. D. Bouricius,Kapitein ter Zee,St George dElmina,Clarence Cove,1850-04-25,Dutch,Prins Van Oranje,Fregat,Marine
21612,J. Blom,Kapitein,St George dElmina,Fort Zeelandia,1819-10-02,Dutch,Komeet,Korvet,
21613,P. van Hoogwerff,Kapitein,St George dElmina,Kaap Noord,1769-11-06,Dutch,Castor,Fregat,ADM
21614,,,St George dElmina,Montevideo,1824-10-24,Dutch,Maria Reigersbergen,Fregat,ADM
21615,C. Eeg,KLtz,St George dElmina,Montevideo,1824-10-24,Dutch,Pollux,,MAR
21616,,,St George dElmina,Nieuwe Diep,1802-04-30,Dutch,Atalante,Brik,ADM
21617,Bolken,KLtZ,St George dElmina,Paramaribo,1818-05-23,Dutch,Zwaluw,Brik,ADM
21618,E. Lucas,Kapitein,St George dElmina,Rio de Janeiro,1828-08-21,Dutch,Sumatra-Java,Fregat,MAR
21619,Albert Wigman,Kapitein,St George dElmina,Suriname,1754-07-11,Dutch,Mercurius,,MCC
21620,P. Bezemer,Commandeur,St George dElmina,Suriname,1768-06-01,Dutch,Amazone,Fregat,ADM
21621,Zuilen van Nijeveld,Kapitein,St George dElmina,Suriname,1816-12-07,Dutch,Ajax,Korvet,ADM
21622,J.T.C. Wardenburg,Kapitein,St George dElmina,Suriname,1819-01-13,Dutch,Dolfijn,Korvet,MAR
21623,A.J. Tam,KLtZ,St George dElmina,Suriname,1833-08-13,Dutch,Zwaluw,Brik,MAR
21624,Van Helsdinge,commandant,St George dElminar,Suriname,1771-07-23,Dutch,Boreas,6th Rate,ADM
21625,J.A. Pronk,,"St George dElmina
.St George dElmina",Batavia,1836-06-06,Dutch,Maria,,
21626,Thomas Parker,Captain,St Helena,Ascension,1755-04-21,British,Princess Augusta,,EIC
21627,Hyde Parker,Captain,St Helena,Ascension,1764-06-02,British,Baleine,5th Rate,RN
21628,John Brooks,Captain,St Helena,Ascension,1778-10-14,British,Belleisle,3rd Rate,RN
21629,J. Alms,Captain,St Helena,Ascension,1784-05-07,British,Monmouth,3rd Rate,RN
21630,Thomas Baddison,Captain,St Helena,Bencoolen,1764-06-10,British,Princess Augusta,,EIC
21631,James Tweedale,Captain,St Helena,Benkulen,1806-06-24,British,Perseverence,,EIC
21632,John Patterson,Captain,St Helena,Benkulen,1823-04-17,British,Repulse,,EIC
21633,Samuel Sule,Captain,St Helena,Blackwall,1824-02-20,British,Inglis,,EIC
21634,Stephen Kirwan,Captain,St Helena,Blackwall UK,1754-01-16,British,Hector,,EIC
21635,Henry Leigh,Captain,St Helena,Bueno Aires,1806-09-18,British,Georgina,,EIC
21636,John Milford,Captain,St Helena,Canton,1767-05-22,British,Northumberland,,EIC
21637,Henry Leigh,Captain,St Helena,Cape,1806-04-13,British,Georgina,,EIC
21638,Joseph Ellison,Captain,St Helena,Downs,1796-06-01,British,Standard,,RN
21639,Robert Watson,Captain,St Helena,Downs,1796-12-12,British,Isis,4th rate,RN
21640,William Mitchell,Captain,St Helena,Downs,1798-06-03,British,Isis,4th rate,RN
21641,William Hay,Captain,St Helena,Downs,1812-03-29,British,Inglis,,EIC
21642,Dugald Macdougall,Captain,St Helena,Downs,1813-03-14,British,Tigris,,EIC
21643,William Hay,Captain,St Helena,Downs,1816-03-29,British,Inglis,,EIC
21644,Thomas Borradaile,Captain,St Helena,Downs,1820-04-05,British,Inglis,,EIC
21645,Thomas Borradaile,Captain,St Helena,Downs,1822-02-17,British,Inglis,,EIC
21646,Samuel  Sule,Captain,St Helena,Downs,1826-02-04,British,Inglis,,EIC
21647,Joseph Dudman ,Captain,St Helena,Downs,1828-04-25,British,Inglis,,EIC
21648,William Norton,Captain,St Helena,Downs UK,1762-06-18,British,Assistance,4th Rate,RN
21649,William Durban,Captain,St Helena,Downs UK,1797-08-23,British,Saldanha,,RN
21650,Thomas Baddison,Captain,St Helena,Falmouth,1762-05-18,British,Princess Augusta,,EIC
21651,Lucius OBryen,Captain,St Helena,Ferdinando Loronho,1757-08-10,British,Colchester,,RN
21652,Lucius OBryen,Captain,St Helena,Ferdinando Loronho,1758-07-17,British,Colchester,,RN
21653,Huijs,Luitenant ter Zee,St Helena,Hellevoetsluis,1836-04-14,Dutch,Heldin,Korvet,MAR
21654,J.G. Huijs,Ktz,St Helena,Hellevoetsluis,1836-04-14,Dutch,Heldin,Korvet,MAR
21655,Van Rijn,Luitenant ter Zee,St Helena,Hellevoetsluis,1836-04-15,Dutch,Meermin,,Marine
21656,A. Schaap Mz.,Kapitein,St Helena,Hellevoetsluis,1840-01-27,Dutch,Jacobus,,
21657,Stavenisse de Brauw,Lt ter Zee,St Helena,Hellevoetsluis,1849-02-10,Dutch,Haay,Brik,Marine
21658,D. Keus,Kapitein,St Helena,Helvoetsluis,1840-09-06,Dutch,India,,
21659,David Holme,Captain,St Helena,Java,1790-05-30,British,Marquis of Lansdowne,,EIC
21660,Brandligt,Kapitein,St Helena,Kingston,1848-06-13,Dutch,Rhijn,,
21661,Coningsby Norbury,Captain,St Helena,Lops Head Ireland,1756-08-24,British,Hampshire,,RN
21662,James Shirley,Captain,St Helena,Madras,1771-05-06,British,Swallow,Sloop,RN
21663,Charles Woolsey,Captain,St Helena,Madras,1781-12-03,British,Magnanime,3rd Rate,RN
21664,Cornelus D Wit,Commandant,St Helena,Nederland,1786-10-17,Dutch,Juno,Fregat,ADM
21665,S. Veenstra,,St Helena,Nieuwediep,1844-07-09,Dutch,Twee Cornelissen,,MER
21666,Edmund Cooke,Author,St Helena,Plymouth,1750-02-26,British,Admiral Vernon,,EIC
21667,Charles Foulis,Captain,St Helena,Plymouth,1752-03-21,British,Lord Anson,,EIC
21668,John Okes,Captain,St Helena,Plymouth,1764-08-07,British,Liverpool,6th Rate,RN
21669,John Bladen Tinker,Captain,St Helena,Plymouth,1765-06-02,British,Medway,4th Rate,RN
21670,Mitchell Graham,Captain,St Helena,Plymouth,1777-07-21,British,Thetis,5th Rate,RN
21671,Henry Leigh,Captain,St Helena,Portsmouth,1802-01-20,British,Georgina,,EIC
21672,,,St Helena,Rotterdam,1836-06-18,Dutch,India,,
21673,George Robinson Walters,Captain,St Helena,Spithead,1778-03-09,British,Salisbury,,RN
21674,John Moutrey,Captain,St Helena,Spithead,1778-05-24,British,Warwick,4th Rate,RN
21675,Richard Collins,Captain,St Helena,Spithead,1779-10-25,British,Warwick,4th Rate,RN
21676,Charles Buckner,Captain,St Helena,Spithead,1780-11-06,British,Prothee,3rd Rate,RN
21677,Thomas Pasley,Captain,St Helena,Spithead,1781-11-03,British,Romney,4th rate,RN
21678,Thomas Hicks,Captain,St Helena,Spithead,1784-04-14,British,Gibraltar,3rd Rate,RN
21679,William Norman,Captain,St Helena,Spithead,1799-01-31,British,Sphynx,6th rate  ,RN
21680,Henry Waterhouse,Captain,St Helena,Spithead,1800-06-17,British,Reliance,Armed Storeship,RN
21681,Lord Augustus Fitzroy,Captain,St Helena,Table Bay,1796-11-02,British,Imperieuse,5th Rate,RN
21682,Thomas Alexander,Captain,St Helena,Table Bay,1797-12-16,British,Sphynx,6th rate  ,RN
21683,John Gardner,Captain,St Helena,Table Bay,1799-11-18,British,Star,brig/sloop,RN
21684,Roger Curtis,Captain,St Helena,Table Bay,1801-08-22,British,Rattlesnake,Sloop,RN
21685,A.A. Buyskes,Luijtenant,St Helena,Texel,1793-02-27,Dutch,Havick,Fregat,ADM
21686,J.W. Moll,,St Helena,Texel,1840-09-10,Dutch,Hippomenes,Korvet,ADM
21687,Thomas Pasley,Captain,St Helena,Trinidada,1781-09-26,British,Jupiter,4th rate,RN
21688,Sir William Chaloner Burnaby,Captain,St Helena,Trinidada,1781-11-03,British,Diana,5th rate,RN
21689,Henry Kent,Captain,St Helena,UK,1750-06-15,British,Dragon,,EIC
21690,Lucius OBryen,Captain,St Helena,UK,1760-07-07,British,Colchester,,RN
21691,Richard Hughes,Captain,St Helena,UK,1762-02-13,British,Alderney,Sloop,RN
21692,John Allen,Captain,St Helena,UK,1763-09-06,British,Clive,,EIC
21693,Thomas Baddison,Captain,St Helena,UK,1765-11-20,British,Princess Augusta,,EIC
21694,Philip Affleck,Captain,St Helena,UK,1767-03-06,British,Argo,5th rate,RN
21695,John Allen,Captain,St Helena,UK,1770-04-12,British,Clive,,EIC
21696,James Cranston,Captain,St Helena,UK,1775-01-03,British,Intrepid,3rd rate,RN
21697,Digby Dent,Captain,St Helena,UK,1776-06-14,British,Arethusa,5th Rate,RN
21698,Charles Masson,Captain,St Helena,Woolwich UK,1753-03-17,British,Streatham,,EIC
21699,R Pennell,Captain,St. Helena,Bombay,1783-07-11,British,Raymond,,EIC
21700,David Davis,Stuurman,St. Helena,Duins,1793-06-21,British,Valentine,,EIC
21701,John Leary,Captain,St. Helena,Spithead,1765-05-11,British,Panther,4th Rate,RN
21702,Richard Howe,Captain,St Helens,cruising western approaches,1757-05-07,British,Dunkirk,4th Rate,RN
21703,Coningsby Norbury,Captain,St Helens,Funchal Road,1756-03-14,British,Hampshire,,RN
21704,Robert Digby,Captain,St Helens,La Rochelle,1757-09-10,British,Dunkirk,4th Rate,RN
21705,John Lloyd,Captain,St Helens Road UK,Spithead,1756-03-13,British,Newcastle,,RN
21706,Henry Speke,Captain,St Hellena,UK,1752-10-30,British,Swallow,Sloop,RN
21707,Edward Osborn,Captain,St Hellens,Spihead (cruising),1795-12-10,British,Trident,3rd rate,RN
21708,Thomas Hankerson,Captain,St Hellens Road (England),Halifax (Nova Scotia),1755-05-15,British,Arundel,6th Rate,RN
21709,P. Bezemer,Commandeur,St Jacobsbaai,St Eustatius,1768-12-16,Dutch,Amazone,Fregat,ADM
21710,William Parker,Captain,St Jago,Azores,1806-04-06,British,Amazon,5th Rate,RN
21711,Woolcombe,Captain,St Jago,Funchal,1807-04-08,British,Laurel,6th rate,RN
21712,Samuel Warren,Captain,St Jago,Goree,1775-02-06,British,Weazle,Sloop,RN
21713,Richard Knight,Captain,St Jago,Madagascar,1763-03-18,British,Liverpool,6th Rate,RN
21714,G. Dixon,Captain,St Jago,Port Egmont,1785-10-29,British,Queen Charlotte,,
21715,James Alms,Captain,St Jago,Saldanha,1781-05-20,British,Monmouth,3rd Rate,RN
21716,Samuel Barrington,Captain,St Jago,Sierra Lion,1753-09-23,British,Crown,,RN
21717,James Shirley,Captain,St Jago,St Helena,1771-03-13,British,Swallow,Sloop,RN
21718,Richard Tiddeman,Captain,St Jago (Sao Tiago),St. Augustine Madagascar,1758-05-06,British,Grafton,3rd Rate,RN
21719,Richard Edwards,Captain,St Johns,Cadiz,1758-10-24,British,Gosport,5th Rate,RN
21720,Richard Braithewaite,Captain,St Johns,Cadiz,1768-11-25,British,Liverpool,6th Rate,RN
21721,,,St Johns,cruising off Grand Banks,1777-07-07,British,Active,5th rate,RN
21722,James Agassiz,Captain,St Johns,"Fayal, Azores",1807-03-23,British,Rattler,Sloop,RN
21723,James Agassiz,Captain,St Johns,"Fayal, Azores",1807-05-05,British,Rattler,Sloop,RN
21724,Hugh Palliser,Captain,St Johns,Lisbon,1756-11-27,British,Seahorse,,RN
21725,Richard Edwards,Captain,St Johns,Lisbon,1759-11-09,British,Gosport,5th Rate,RN
21726,George Lumsdaine,Captain,St Johns,Spithead,1783-10-29,British,Merlin,Sloop,RN
21727,Charles Sawyer,Captain,St johns Antigua,Spithead,1795-07-06,British,Blanche,5th Rate,RN
21728,Henry Raper,Captain,St Johns Antigua,Spithead,1802-07-21,British,LAimable,5th rate,RN
21729,Christopher Parker,Captain,St Johns Antigua,Woodmans Bay Dominica,1793-04-11,British,Blanche,5th Rate,RN
21730,George Gayton,Captain,St Johns Harbour Newfoundland,Spithead,1770-11-01,British,Antelope,4th Rate,RN
21731,John Lloyd,Captain,St Johns Harbour (Newfoundland),Lisbon,1754-10-15,British,Arundel,6th Rate,RN
21732,Andrew Wilkinson,Captain,St Johns Newfoundland,Cadiz,1768-11-10,British,Niger,5th Rate,RN
21733,,,St Johns Newfoundland,"Fort St Julian, Lisbon",1767-09-03,British,Favourite,sloop,RN
21734,George Bridges Rodney,Captain,St Johns Newfoundland,Lisbon,1751-09-21,British,Rainbow,5th Rate,RN
21735,Richard Dorrill,Captain,St Johns Newfoundland,Lisbon,1755-10-18,British,Penzance,5th Rate,RN
21736,James Howell Jones,Captain,St Johns Newfoundland,Lisbon,1772-10-11,British,Nautilus,Sloop,RN
21737,Henry Desteree Darby,Captain,St Johns Newfoundland,Lisbon,1795-07-21,British,Adamant,4th rate,RN
21738,George Lumsdaine,Captain,St Johns Newfoundland,Spithead,1781-10-01,British,Morning Star,4th Rate,RN
21739,James Chads,Captain,St Johns Newfoundland,Spithead ,1767-11-01,British,Guernsey,4th Rate,RN
21740,Richard Edwards,Captain,St Johns    (Newfoundland),Lisbon,1757-11-05,British,Gosport,5th Rate,RN
21741,James Hawker,Captain,"St Johns, Newfoundland",Cadiz,1774-10-26,British,Alborough,6th Rate,RN
21742,Alexander Innes,Captain,"St Johns, Newfoundland",Halifax,1755-10-23,British,Otter,Sloop,RN
21743,James Hawker,Captain,"St Johns, Newfoundland",Lisbon,1773-10-25,British,Alborough,6th Rate,RN
21744,James Chads,Captain,"St Johns, Newfoundland",Lisbon,1776-09-08,British,Deal Castle,6th Rate,RN
21745,,,"St Johns, Newfoundland",Spithead,1777-09-07,British,Active,5th rate,RN
21746,James Hawker,Captain,"St Johns, Newfoundland",UK,1775-05-28,British,Alborough,6th Rate,RN
21747,James Howell Jones,Captain,St Johns Newfoundland (cruise of Grand Banks),St Johns Newfoundland,1772-07-22,British,Nautilus,Sloop,RN
21748,Issac Prescott,Captain,St Johns (NF),cruising off Grand Banks,1780-09-17,British,Mercury,,RN
21749,Issac Prescott,Captain,St Johns (NF),cruising off NF,1780-08-01,British,Mercury,,RN
21750,Issac Prescott,Captain,St Johns (NF),Spithead,1780-10-30,British,Mercury,,RN
21751,Edward Hamilton,Captain,St Johns on a cruise to Bermuda and back,St Johns,1797-09-10,British,Surprise,,RN
21752,Sampson Salt,Captain,St Johns Road (Antigua),UK,1750-05-15,British,Speedwell,,RN
21753,H. van de Velde,KLtZ,St Juan de Nicaragua,St Martha,1828-06-26,Dutch,Pallas,5th Rate,
21754,E. Ippius Fockens,KLtz,St. Juan de Porte Rico,Curacao,1850-05-09,Dutch,Venus,Brik,Marine
21755,Henry Powlett,Captain,St Kitts,Milford Haven,1795-05-24,British,Nautilus,Sloop,RN
21756,William Affleck,Captain,St Kitts,Plymouth,1759-08-01,British,Panther,4th Rate,RN
21757,Edward Edwards,Captain,St Lucia,New York,1783-03-08,British,Narcissus,6th Rate,RN
21758,I.A. Houtman,Kapitein,St Maarten,Cura_ao,1847-03-03,Dutch,Meermin,,MAR
21759,I.A. Houtman,Kapitein,St Maarten,Cura_ao,1848-03-23,Dutch,Meermin,,MAR
21760,J.P. Muller,KLtZ,St Maarten,Curacao,1833-10-29,Dutch,Pegasus,Brik,MAR
21761,Cornelis van Kakom,Schipper,St Maarten,Middelburg,1774-03-24,Dutch,Vliegende Faam,,MCC
21762,,,St Maarten,Paramaribo,1842-02-19,Dutch,Venus,Brik,MAR
21763,W.J. van Ees,KLtZ,St Maarten,Parimaribo,1828-10-14,Dutch,Valk,Brik,MAR
21764,W.J. van Ees,KLtZ,St Maarten,Parimaribo,1829-01-27,Dutch,Valk,Brik,MAR
21765,W.J. van Ees,KLtZ,St Maarten,Parimaribo,1829-12-13,Dutch,Valk,Brik,MAR
21766,W.J. van Ees,KLtZ,St Maarten,Parimaribo,1831-04-30,Dutch,Valk,Brik,MAR
21767,H. van de Velde,KLtZ,St Maarten,Suriname,1830-10-18,Dutch,Pallas,5th Rate,
21768,J. van der Straaten,KLtZ,St Maarten,Suriname,1831-01-01,Dutch,Koerier,,MAR
21769,J.P. Muller,KLtZ,St Maarten,Suriname,1832-12-09,Dutch,Pegasus,Brik,MAR
21770,J.P. Muller,KLtZ,St Maarten,Suriname,1834-11-03,Dutch,Pegasus,Brik,MAR
21771,I.A. Houtman,Kapitein,St. Maarten,Suriname,1848-01-21,Dutch,Meermin,,MAR
21772,J.H. Dibbetz,Kapitein,"St Marie, Isle de Rhee",Kaapstad,1802-08-02,Dutch,Vrede,,MAR
21773,H. van de Velde,KLtZ,St Martha,Curacao,1828-07-18,Dutch,Pallas,5th Rate,
21774,Robijn,Chirurgijn,St Martijn,Bergen,1803-06-29,Dutch,Wolf,,MAR
21775,D. Buijs,KLtZ,St Martin,Cura_ao,1830-01-22,Dutch,Panter,Brik,MAR
21776,,,St Martin,Curacao,1832-02-11,Dutch,Hippomenes,Korvet,ADM
21777,,,St Martin,La Guayra,1842-11-22,Dutch,Venus,Brik,MAR
21778,,,St Martin,Paramaribo,1843-01-25,Dutch,Venus,Brik,MAR
21779,E. Ippius Fockens,KLtz,St Martin,Paramaribo,1850-07-01,Dutch,Venus,Brik,Marine
21780,J.L. van Hasselt,KLtz,St Martin,Paramaribo,1850-07-01,Dutch,Venus,Brik,Marine
21781,J.L. van Hasselt,KLtz,St Martin,Paramaribo,1850-11-07,Dutch,Venus,Brik,Marine
21782,Francis Samuel Drake,Captain,St Martins,Plymouth,1758-06-08,British,Falkland,4th Rate,RN
21783,James Feathas,Captain,St Martins,Plymouth,1762-02-27,British,Crown,,RN
21784,John Peighin,Captain,"St Marys, Madagascar",Table Bay,1764-10-27,British,Seaford,6th Rate,RN
21785,A. Tozer,Captain,St Michaels,Plymouth,1821-12-10,British,Cyrene,6th Rate,RN
21786,Samual Hall,Captain,"St Michaels, Azores",Barbados,1806-07-24,British,Decade,5th Rate,RN
21787,De Begue,Cdt.,St. Nazaire,St Domingue,1775-11-23,French,La Elourdie,,
21788,M. De Vaugiraud,Cdt.,St Pierre,le Baye du Croc,1789-06-25,French,La Graciense,Fregate,
21789,M. De Vaugiraud,Cdt.,St Pierre,Martinique,1789-10-08,French,La Graciense,Fregate,
21790,M. Ravenel,Cdt,St Pierre,Rochefort,1767-10-11,French,La Petite Fortune,,
21791,Henry Desteree Darby,Captain,St Pierre Bay Martinico,St Johns Newfoundland,1795-07-21,British,Adamant,4th rate,RN
21792,John Williams,Captain,St Pierre Martinque,Spithead,1796-06-16,British,Grampus,4th Rate,RN
21793,G. Abrahams,Kapitein,Straat Bali,Nederland,1840-12-25,Dutch,Zeeuw,,Marine
21794,Cornelus D Wit,Commandant,Straat Banka,Malakka,1784-05-23,Dutch,Juno,Fregat,ADM
21795,Cornelus D Wit,Commandant,Straat Sunda,Ceylon,1785-05-07,Dutch,Juno,Fregat,ADM
21796,N.L. Koops,KLtZ,Straat van Banka,Batavia,1835-04-22,Dutch,Ajax,Korvet,ADM
21797,Van Daalen,Commandant kolonel,St Salvador,Batavia,1833-09-01,Dutch,Algiers,Fregat,MAR
21798,Francis Reynolds,Captain,St Thomas,Ascension,1772-04-23,British,Weazle,Sloop,RN
21799,Thomas Hankenson,Captain,St Thomas,Barbados,1753-01-17,British,Badger,Snow,RN
21800,John Butchart,Captain,St Thomas,Barbados,1782-07-15,British,Argo,5th rate,RN
21801,Issac George Manley,Captain,St Thomas,Barbados,1789-03-19,British,Fairy,6th rate,RN
21802,F.P.J. Jaski,,St Thomas,Belize,1851-11-19,Dutch,Stad Utrecht,,
21803,H. van de Velde,KLtZ,St Thomas,Curacao,1829-07-12,Dutch,Pallas,5th Rate,
21804,W.J. van Ees,KLtZ,St Thomas,Curacao,1830-08-03,Dutch,Valk,Brik,MAR
21805,Coupland,Captain,St Thomas,Falmouth,1821-08-19,British,Prince Ernest,packet ship,
21806,William Cornwallis,Captain,St Thomas,Jamaica,1776-05-06,British,Pallas,5th Rate,RN
21807,Issac George Manley,Captain,St Thomas,Spithead,1790-03-15,British,Fairy,6th rate,RN
21808,John Burr,Captain,St Thomas,UK,1770-05-29,British,Hound,Sloop,RN
21809,C Hope,Captain,St Thomas (Sao Tome),Dominica,1777-05-30,British,Weazle,Sloop,RN
21810,William Garnier,Captain,St Thomas (Sao Tome),Plymouth,1765-08-09,British,Shannon,5th Rate,RN
21811,Edward Thompson,Captain,St Thomas (Sao Tome),Spithead,1784-06-08,British,Grampus,4th Rate,RN
21812,John Dick,Captain,"St Thomas, Virgin Islands",Halifax,1809-03-23,British,Penelope,5th rate,RN
21813,J. Bougue,Schipper,St. Thomee,Middelburg,1766-01-29,Dutch,Vliegende Faam,,MCC
21814,F. Sweer,LtZ,St Vincent,Rio Demerary,1787-01-07,Dutch,Maasnimph,Bargentijn,ADM
21815,Coupland,Captain,St Vincent ,Liverpool,1818-08-06,British,St Vincent,packet ship,
21816,J.F.G. de la Perouse,Kapitein,Suftren,Langle,1787-07-03,French,La Boussole,,
21817,Henry Drummond,Captain,Sunda Strait,Downs,1823-01-29,British,Castle Huntley,,EIC
21818,Benjamin Marlow,Captain,Surat,Mocha (Mokha),1776-03-28,British,Coventry,6th Rate,RN
21819,Thomas Underwood,Captain,Surat,Muscat,1773-02-24,British,Swallow,Sloop,RN
21820,JACINTO CAAMAO,CAPITAN,SURGIDERO DE SAN ROQUE,NOKA,1792-08-30,Spanish,Na Sa DE ARANZAZU,FRAGATA,
21821,J.S. Weerstand,Kapitein,Suriname,Amsterdam,1761-08-31,Dutch,Snoek en Both,Fregat,WIC
21822,Jan Pieter Hextel,Kapitein,Suriname,Amsterdam,1778-02-16,Dutch,Vr. Elisabeth & Anna Catherina,,MER
21823,L.L. Spengler,KLtZ,Suriname,Barbados,1816-05-26,Dutch,Irene,Brik,
21824,H. J. Tengbergen,Kltz,Suriname,Barbados,1840-02-10,Dutch,Amphitrite,,ADM
21825,Martoelet,Kapitein,Suriname,Bergen,1799-03-21,Dutch,Vliegende Visch,Schoener,MAR
21826,H. Rijsterborgh,Ltz,Suriname,Bergen (Norway),1799-03-21,Dutch,Kemphaan,,Adm
21827,D. Buijs,KLtZ,Suriname,Cura_ao,1828-11-30,Dutch,Panter,Brik,MAR
21828,J.P. Muller,KLtZ,Suriname,Cura_ao,1832-06-18,Dutch,Pegasus,Brik,MAR
