EntryYear,ShipName,Text
1810,QUEEN CHARLOTTE,"The second Queen Charlotte was a 104-gun first rate, launched in 1810, led the Bombardment of Algiers on 27 August 1816, was renamed Excellent in 1859 and sold in 1892."
1807,QUEEN CHARLOTTE,"The third Queen Charlotte was the mercantile brig Adams, launched in 1807 and purchased in 1812 for the Provincial Marine, which converted her to a 16-gun sloop-of-war. The United States captured her on 10 September 1813 following the Battle of Lake Erie, commissioned her but laid her up and sold her into commercial service in 1825. Her oweers finally abandoned her in 1844."
1787,QUEEN CHARLOTTE,"Queen Charlotte, a British merchantman which pre-dated the Royal Navy ships, and after which the Queen Charlotte Islands were named in 1787."
1771,QUEENBOROUGH,"HMS Queenborough (1671), a yacht built at Chatham Dockyard in 1671. She was rebuilt at Sheerness Dockyard in 1718, and was sold on 11 July 1771."
1761,QUEENBOROUGH,"HMS Queenborough (1747), a sixth-rate of 24 guns, launched by Sparrow of Rotherhithe on 21 January 1747. She was one of five vessels lost in a cyclone off Pondicherry on 1 January 1761"
1800,QUEENBOROUGH,"HMS Queenborough (1800), a cutter of 12 guns serving from 1800 to 1806."
1758,QUEENBOROUGH,Sadras 1758
1759,QUEENBOROUGH,Porto Novo 1759
1779,SUCCESS,HMS Success was a 24-gun sixth rate launched in 1740 and broken up in 1779.
1754,SUCCESS,HMS Success was a 14-gun ketch launched in 1754. Her fate is unknown.
1781,SUCCESS,"HMS Success was a 32-gun fifth rate launched in 1781, captured by the French in 1801 and recaptured the same year. She became a convict ship in 1814 and was broken up in 1820."
1797,SUCCESS,"HMS Success was a 3-gun gunvessel, previously in use as a barge. She was purchased in 1797 and sold in 1802."
1825,SUCCESS,"HMS Success was a 28 gun sixth rate launched in 1825, and captained by James Stirling in his journey to Western Australia. She was used for harbour service from 1832 and was broken up 1849."
1787,INFANTE,"Salamine was originally the Spanish Navy's Infante 18-gun brig, built in 1787 at Cadiz. The French Navy captured her at Toulon in December 1793 and recommissioned her; they renamed her on 10 May 1798 as Salamine, for the battle of Salamis. On 18 June 1799, HMS Emerald captured her and she was brought into Royal Navy service as HMS Salamine. She served briefly in the Mediterranean, where she captured two French privateers and several merchant vessels before the Royal Navy sold her at Malta in 1802, after the Treaty of Amiens ended the war with France."
1757,RACEHORSE,HMS Racehorse was an 18-gun privateer captured from the French in 1757. She was on Arctic discovery in 1773. She was renamed Thunder (and re-classed as a bomb vessel) on 24 October 1775. Captured by the American Andrea Doria on 24 December 1776 and destroyed by the Royal Navy in 1777 at Delaware Bay.
1776,RAINBOW,"HMS Rainbow was a 44-gun fifth rate launched in 1747. She was used as a troopship from 1776, was on harbour service from 1784 and was sold in 1802."
1806,RAINBOW,HMS Rainbow was a 16-gun brig-sloop captured from the French in 1806 and sold in 1807.
1809,RAINBOW,"HMS Rainbow was a 28-gun sixth rate, previously the French ship Iris. She was captured in 1809 by HMS Aimable and was sold in 1815."
1823,RAINBOW,HMS Rainbow was a 28-gun sixth rate launched in 1823 and sold in 1838.
1783,RATTLER,HMS Rattler was a 16-gun sloop launched in 1783 and sold in 1792.
1795,RATTLER,HMS Rattler was a 16-gun sloop launched in 1795 and sold in 1815.
1797,RATTLER,"HMS Rattler was a 12-gun gunvessel purchased from civilian service in 1797, where she was known as Hope. She was alternatively known as 'Gunboat No. 41', and was sold in 1802."
1842,RATTLER,"HMS Rattler was a wood screw sloop launched in 1843. It had been planned to name her HMS Ardent, but this was dropped in 1842. She was broken up in 1856."
1802,RATTLER,HMS Rattle was a 14-gun brig listed between 1802 and 1805.
1777,RATTLESNAKE,"HMS Rattlesnake (1777), a 10-gun cutter launched 1777. Lost 1781."
1781,RATTLESNAKE,"HMS Rattlesnake (1783), ex-Cormorant of 1781. A 12-gun brig. Sold 1786."
1791,RATTLESNAKE,"HMS Rattlesnake (1791), a 16-gun sloop in service from 1791 until sold in 1814."
1813,RATTLESNAKE,"HMS Rattlesnake (1814), was a brig of 14 guns that the United States Navy purchased in 1813. The Royal Navy captured her in 1814 and the last extant records report that the Navy had purchased her. Her subsequent fate is currently unknown."
1822,RATTLESNAKE,"HMS Rattlesnake (1822), a 28-gun frigate launched in 1822."
1763,RAVEN,HMS Raven was a 14-gun sloop launched in 1745 and sold in 1763.
1771,RAVEN,"HMS Raven was a sloop, previously the 8-gun fireship HMS Vesuvius launched in 1771. She was renamed Raven later that year and was sold in 1780."
1777,RAVEN,"HMS Raven was an 18-gun sloop, launched in 1777 as Ceres that the French captured in 1778. The British recaptured her in 1782 and renamed her Raven, only to have the French recapture her again early in 1783. She served in the French Navy until sold at Brest in 1791."
1796,RAVEN,HMS Raven was a 14-gun sloop launched in 1796 and wrecked in 1798.
1785,REGULUS,"HMS Regulus was a wooden fifth rate of 44 guns, launched at Northam in January 1785 and converted to a troopship in 1793. Because Regulus served in the navy's Egyptian campaign (8 March to 2 September 1801), her officers and crew qualified for the clasp ""Egypt"" to the Naval General Service Medal, which the Admiralty issued in 1847 to all surviving claimants. The ship was broken up in March 1816."
1804,REGULUS,HMS Regulus was the French privateer Regulus that HMS Princess Charlotte captured in December 1804; it is not clear that she ever served and she was last listed in 1806.
1793,RELIANCE,HMS Reliance was a discovery vessel purchased in 1793. She became famous as one of the ships with the early explorations of the Australian coast and other the southern Pacific islands. She was used for harbour service from 1800 and was sold in 1815.
1812,RELIANCE,HMS Reliance was a 12-gun tender in service between 1812 and 1815.
1758,RESOLUTION,"HMS Resolution (1758), a 74-gun third rate launched 1758; run aground and lost 1759 at the Battle of Quiberon Bay."
1770,RESOLUTION,"HMS Resolution (1770), a 74-gun third rate launched 1770; broken up 1813."
1771,RESOLUTION,"HMS Resolution (1771), the vessel of Captain James Cook in his explorations."
1779,RESOLUTION,"HMS Resolution (1779), a cutter purchased 1779; went missing in the North Sea June 1797, presumed to have foundered."
1800,RESOLUTION,"HMS Resolution, a cutter in the West Indies, date of acquisition unknown and date of loss unknown. On 10 November 1800 Captain Peter Halkett of HMS Apollo captured the Spanish sloop of war Resolution in the West Indies. She was armed with 18 guns and had a crew of 149 men, under the command of Don Francisco Darrichena. Halkett reported that she was the former British navy cutter Resolution. Resolution was in such an irreparable state that after a few days Halkett destroyed her."
1771,RESOLUTION,"HMNZS Resolution (A14), a survey ship of the Royal New Zealand Navy in service between 1997 and 2012. Named after the 1771-launched Resolution commanded by James Cook."
1778,RESOURCE,HMS Resource was a 28-gun Enterprise-class sixth-rate frigate launched in 1778. She was converted to a 22-gun floating battery in 1804 and renamed Enterprize in 1806. She was sold in 1816.
1757,ROMNEY,"HMS Romney was a 54-gun fourth rate launched in 1708, sunk in 1721, refloated in the same year and sold in 1757."
1762,ROMNEY,HMS Romney was a 50-gun fourth rate launched in 1762 and wrecked in 1804.
1815,ROMNEY,"HMS Romney was a 58-gun fourth rate launched in 1815. She became a troopship in 1820, a depot ship in 1837 and was sold in 1845."
1750,ROYAL CHARLOTTE,"HMY Royal Charlotte was the royal yacht HMY Royal Caroline, launched in 1750, renamed in 1761, and broken up in 1820."
1764,ROYAL CHARLOTTE,"HMS Royal Charlotte was a 10-gun sloop built at Navy Island and launched in 1764 for service principally on Lake Huron for the Provincial Marine, and in service until 1772."
1780,ROYAL CHARLOTTE,"HMS Royal Charlotte was a 14-gun French privateer of 520 tons that the 14-gun brig-sloop HMS Scourge and the 10-gun cutter HMS Surprize captured on 15 September 1780, and that the Royal Navy used as a transport until 10 April 1783 when she was sold at Milford."
1824,ROYAL CHARLOTTE,HMY Royal Charlotte was a 6-gun yacht launched in 1824 and broken up in 1832.
1780,ROYAL CHARLOTTE,"Royal Charlotte, brig, in the service of the Honourable Commissioners for Excise of Scotland. This vessel is variously described as being of 246 tons (bm), and 204 tons (bm). She is mentioned in 1780 as being under Commander Duncan Aire, and having a crew of some 32 men. In 1789, a Charles Elder was appointed captain of the excise cutter Royal Charlotte on Aire's death on board while at Cromarty Bay. With the outbreak of war, the brig Royal Charlotte, Captain Charles Elder, 60 men, 14 x 9 & 6-pounder guns + 4 x 18-pounder carronades + 6 swivel guns, received a letter of marque dated 15 April 1793. That month the revenue cutter Royal Charlotte captured and sent into Leith the French 6-gun privateer Republicain, of 37 men. In 1797, Royal Charlotte escorted into Leith a large Spanish merchant brig, prize to the privateer Breadalbane. With the resumption of war in 1803, Royal Charlotte received a new letter of marque, this one dated 6 July 1803. Her captain was still Charles Elder, but her armament was now 10 x 6-pounder guns."
1810,ROYAL CHARLOTTE,"Royal Charlotte, ship of 392 tons, Captain Andrew Ramsey, 35 men, 16 x 12-pounder guns, received a letter of marque dated 15 October 1810."
1781,ROYAL CHARLOTTE,"Hired armed ship Royal Charlotte, of 20 guns, was at the Battle of Porto Praya in 1781, where she had one man killed and four wounded. Earlier, she had served as part of the squadron defending Jersey."
1806,ROYAL CHARLOTTE,Royal Charlotte (Transport) - was at Montevideo in 1806 as part of Sir Home Riggs Popham's invasion of the Rio de la Plata. She was lost during a gale on 10 March 1807.
1802,ROYAL CHARLOTTE,"Commons, House of, Great Britain (1802) History of the proceedings and debates of the House of Commons. (Printed for J. Almon)."
1762,ROYAL CHARLOTTE,"Mahan, Alfred Thayer (1898) Major Operations of the Royal Navy, 1762-1783: Being Chapter XXXI. in The Royal Navy. A History. (Little, Brown)."
1754,ROYAL CHARLOTTE,"Malcomson, Robert (2001) Warships of the Great Lakes 1754-1834. (Annapolis: Naval Institute Press). ISBN 9781557509109"
1793,ROYAL CHARLOTTE,"Norie, J. W. (1842) The naval gazetteer, biographer and chronologist; containing a history of the late wars from ... 1793 to ... 1801; and from ... 1803 to 1815, and continued, as to the biographical part to the present time. (London, C. Wilson)."
1772,ROYAL CHARLOTTE,"Smith, Graham (1983) King's cutters: the Revenue Service and the war against smuggling. (Conway Maritime Press). ISBN 0851772919"
1756,ROYAL GEORGE,"HMS Royal George was a 100-gun first-rate launched as Royal Charles in 1673 and renamed HMS Queen in 1693, HMS Royal George in 1715 and HMS Royal Anne in 1756."
1756,ROYAL GEORGE,HMS Royal George was a 100-gun first-rate launched in 1756. She served in the Seven Years' War and the American War of Independence and sank at Spithead in 1782.
1776,ROYAL GEORGE,HMS Royal George was a 20-gun sloop listed as serving on the Canadian lakes in 1776.
1788,ROYAL GEORGE,HMS Royal George was a 100-gun first-rate launched in 1788 and broken up in 1822.
1809,ROYAL GEORGE,"HMS Royal George was a 20-gun sloop launched in 1809. She served on the Canadian lakes in the War of 1812, was renamed HMS Niagara in 1814 and was sold in 1837."
1817,ROYAL GEORGE,HMY Royal George was a yacht launched in 1817 and broken up in 1905.
1827,ROYAL GEORGE,"HMS Royal George was a 120-gun first-rate launched in 1827, fitted with screw propulsion in 1853 and sold in 1875."
1828,ROYAL GEORGE,"The Royal George, Timothy Hackworth's steam locomotive of 1828"
1765,RUBY,HMS Ruby was a 50 gun third rate ship of the line launched in 1745 and broken up in 1765.
1776,RUBY,HMS Ruby was a 64-gun third rate ship of the line launched in 1776 and broken up in 1821.
1842,RUBY,HMS Ruby was an iron paddle tender launched in 1842 and sold in 1846.
1796,SALDANHA,"Two ships of the Royal Navy have borne the name HMS Saldanha, after the 1796 capitulation of Saldanha Bay:"
1796,SALDANHA,"HMS Saldanha was the 40-gun fifth rate Castor, which the Royal Navy had captured from the Dutch in 1796 at Saldanha Bay, placed on harbour service from 1797, and sold in 1806."
1809,SALDANHA,HMS Saldanha was a 36-gun fifth rate launched in 1809 and wrecked in 1811.
1761,SALISBURY,HMS Salisbury was a 50-gun fourth rate launched in 1746 and condemned in 1761.
1769,SALISBURY,"HMS Salisbury was a 50-gun fourth rate launched in 1769 and grounded and surrendered to the Spanish in 1796 at Avache Island, Santo Domingo."
1814,SALISBURY,HMS Salisbury was a 58-gun fourth rate launched in 1814 and sold in 1837.
1756,SCARBOROUGH,HMS Scarborough was a 22-gun sixth rate launched in 1756 that foundered in 1780.
1812,SCARBOROUGH,HMS Scarborough was a 74-gun third rate launched in 1812 and sold in 1836.
1762,SCORPION,HMS Scorpion (1746) was a 14-gun Merlin-class sloop launched in 1746. She sank in the Irish Sea in 1762.
1785,SCORPION,"HMS Scorpion (1785) was a 16-gun Echo-class sloop launched in 1785 and sold in 1802. She apparently became the whaler Scorpion, and worked in the South Seas fisheries until the Spaniards captured her in 1808."
1794,SCORPION,HMS Scorpion (1794) was a gunvessel purchased in 1794 and sold in 1804
1803,SCORPION,HMS Scorpion (1803) was a Cruizer-class brig-sloop launched in 1803 and sold in 1819.
1832,SCORPION,"HMS Scorpion (1832) was a Cherokee-class brig-sloop launched in 1832, converted to a survey vessel in 1848 and on loan to the Thames Police from 1858. She was broken up in 1874."
1803,SCORPION,"Scorpion, a ship of 343 tons burthen (bm), Dagg master, received a letter of marque on 23 May 1803. She was armed with twenty 6-pounder guns, but carried a crew of only 25 men. In January 1804 she captured two French whalers, the Cyrus and the Ganges, and took them into St Helena."
1779,SCOURGE,HMS Scourge was a 14-gun brig-sloop launched in 1779. In 1793 she captured the Sans Cullote and she foundered in 1795.
1779,SCOURGE,HMS Scourge was an 8-gun galley purchased in 1779 and listed until 1784.
1794,SCOURGE,"HMS Scourge was a 4-gun gunvessel, formerly a Dutch hoy. The Admiralty purchased her in 1794, renamed her HMS Crash in 1803 and broken up that same year."
1796,SCOURGE,"HMS Scourge was a 22-gun sloop, formerly the French corvette Robuste. The Royal Navy captured her in 1796 and sold her in 1802."
1803,SCOURGE,HMS Scourge was a 16-gun sloop that the Admiralty purchased in 1803 and sold in 1816.
1844,SCOURGE,HMS Scourge was a wooden paddle sloop launched in 1844 and broken up in 1865.
1784,SEAHORSE,HMS Seahorse (1748) was a 24-gun sixth rate launched in 1748 and sold in 1784.
1794,SEAHORSE,HMS Seahorse (1794) was a 38-gun fifth rate launched in 1794 and broken up in 1819.
1830,SEAHORSE,"HMS Seahorse (1830) was a 46-gun fifth rate launched in 1830. She was converted to a screw frigate in 1847, then a screw mortar vessel in 1856. She was renamed Lavinia and used as a coal hulk in 1870 and was sold in 1902."
1816,SEAHORSE,The transport ship Seahorse was wrecked in Tramore Bay on 30 January 1816 with the loss of 376 of the 402 people on board. She was on a voyage from Ramsgate to Cork.
1771,SERPENT,"HMS Serpent was a 12-gun bomb vessel reported as being built in 1771, but no such vessel was built."
1783,SERPENT,HMS Serpent was to have been a 16-gun ship-sloop. She was laid down in February 1783 and cancelled in October of that year when the builder (Phineas Jacobs of Sandgate) went out of business.
1789,SERPENT,HMS Serpent (1789) was a 16-gun ship-sloop launched in 1789 and foundered in September 1806 on the Jamaica station.
1793,SERPENT,"HMS Serpent (1793) was a French gun-boat taken at Toulon in 1793, and in September commissioned and given a crew of 26 men from Victory under the command of Lieutenant John Davie; the British scuttled her at the evacuation of the city on 18 December."
1794,SERPENT,"HMS Serpent (1794) was a 4-gun gun vessel, formerly a Dutch hoy purchased in 1794. She paid off in 1796 and is believed to have been sold around 1802."
1810,SERPENT,"HMS Serpent was to have been an 18-gun sloop, laid down in 1810 and cancelled later that year."
1832,SERPENT,HMS Serpent (1832) was a 16-gun brig-sloop launched in 1832. She was used as a target from 1857 and was broken up in 1861.
1793,SERPENT,"Gossett, William Patrick (1986) The lost ships of the Royal Navy, 1793-1900. (London: Mansell). ISBN 0-7201-1816-6"
1759,SEVERN,HMS Severn was a 50-gun fourth-rate launched in 1747 and sold in 1759.
1813,SEVERN,HMS Severn was to have been a 38-gun fifth rate. She was renamed HMS Tagus before her launch in 1813.
1786,SEVERN,HMS Severn was a 44-gun Adventure-class fifth-rate launched in 1786 and wrecked in 1804.
1813,SEVERN,HMS Severn was a 40-gun Endymion-class fourth rate launched in 1813 and sold in 1825.
1825,SEVERN,HMS Severn was to have been a 46-gun fifth-rate. She was ordered in 1825 but cancelled in 1831.
1816,SEVERN,Algiers 1816
1757,SHANNON,HMS Shannon was a 28-gun sixth-rate launched in 1757 and broken up 1765.
1796,SHANNON,HMS Shannon was a 32-gun fifth-rate frigate launched in 1796 and sold in 1802.
1802,SHANNON,"HMS Shannon was a 36-gun fifth-rate launched in September 1803. She had been intended to be called HMS Pallas, but was renamed in 1802 before being launched. She ran ashore in December that year and was burnt to avoid capture."
1806,SHANNON,"HMS Shannon was a 38-gun fifth-rate launched in 1806, converted into a receiving ship in 1832, renamed HMS St. Lawrence in 1844, and broken up in 1859."
1814,SHANNON,HMS Shannon was a 10-gun schooner listed on the Canadian lakes in 1814.
1832,SHANNON,HMS Shannon was a 2-gun Indian schooner on the Navy List in 1832.
1768,SHEERNESS,HMS Sheerness was a 24-gun sixth rate launched in 1743 and sold in 1768.
1759,SHEERNESS,HMS Sheerness was a store lighter launched in 1759 and broken up in 1811.
1787,SHEERNESS,"HMS Sheerness was a 44-gun fifth rate launched in 1787 and wrecked in 1805. Because Sheerness served in the navy's Egyptian campaign (8 March to 2 September 1801), her officers and crew qualified for the clasp ""Egypt"" to the Naval General Service Medal, which the Admiralty issued in 1847 to all surviving claimants."
1788,SHEERNESS,HMS Sheerness was a 4-gun tender launched in 1788 and broken up in 1811.
1791,SHEERNESS,HMS Sheerness was a 10-gun tender purchased in 1791 and probably sold in 1810.
1758,SHOREHAM,HMS Shoreham (1744) was a 24-gun sixth rate launched in 1744 and sold in 1758.
1750,SPEEDWELL,HMS Speedwell was a 14-gun sloop launched in 1744 and sold in 1750.
1752,SPEEDWELL,HMS Speedwell was an 8-gun sloop launched in 1752. She was converted to a fireship and renamed HMS Spitfire in 1779 and was sold in 1780.
1761,SPEEDWELL,"HMS Speedwell was a cutter of unknown origin, captured by the French in 1761."
1770,SPHINX,HMS Sphinx was a 24-gun sixth rate launched in 1748 and sold in 1770.
1775,SPHINX,"HMS Sphinx was a 20-gun sixth rate launched in 1775. The French captured her in September 1779, but HMS Proserpine recaptured her on 29 November 1779. She was broken up in 1811."
1815,SPHINX,HMS Sphynx was a 10-gun Cherokee-class brig-sloop launched in 1815 and sold in 1835.
1846,SPHINX,HMS Sphynx was a wooden paddle sloop launched in 1846 and broken up in 1881.
1755,SQUIRREL,HMS Squirrel was a 20-gun sixth rate launched in 1755 and sold in 1783.
1785,SQUIRREL,HMS Squirrel was a 24-gun sixth rate launched in 1785 and sold in 1817.
1758,SQUIRREL,Louisburg 1758
1758,SQUIRREL,Quebec 1758
1780,ST VINCENT,"HMS St Vincent (1780) was a 14-gun sloop, previously the Spanish ship San Vicente. She was captured in 1780 and was sold in 1783."
1815,ST VINCENT,"HMS St Vincent (1815) was a 120-gun first-rate ship of the line launched in 1815, on harbour service from 1841, used as a training ship from 1862, and sold in 1906."
1771,STIRLING CASTLE,"HMS Stirling Castle (1705), a 70-gun third rate ship of the line launched in 1705, hulked in 1739 and broken up in 1771."
1762,STIRLING CASTLE,"HMS Stirling Castle (1742), a 70-gun third rate ship of the line launched in 1742 and lost in 1762."
1775,STIRLING CASTLE,"HMS Stirling Castle (1775), a 64-gun third rate ship of the line launched in 1775 and lost in 1780."
1811,STIRLING CASTLE,"HMS Stirling Castle (1811), a 74-gun third rate ship of the line launched in 1811, and hulked in 1839."
1756,STORK,"HMS Stork (1756) was a 10-gun sloop, launched in 1756, captured by the French in August 1758. Her first French cpt called EV marquis de Calvimont de Tayac."
1796,STORK,"HMS Stork (1796) was a 16-gun ship sloop of the Cormorant class, launched in 1796, broken up in 1816."
1765,SUFFOLK,"HMS Suffolk was a 70-gun third rate launched in 1680, rebuilt in 1699, 1718 and 1739, and broken up in 1765."
1765,SUFFOLK,HMS Suffolk was a 74-gun third rate launched in 1765 and sold in 1803.
1775,SUFFOLK,"HMS Suffolk was a prison ship launched in 1775 as the 74-gun third rate HMS Sultan. She became a prison ship in 1797, was renamed HMS Suffolk in 1805, and was sold in 1816."
1757,SUPERB,HMS Superb (1736) was 60-gun fourth rate launched in 1736 and broken up in 1757
1760,SUPERB,HMS Superb (1760) was a 74-gun third rate launched in 1760 and wrecked in 1783
1795,SUPERB,"HMS Superbe (1795) was a 22-gun sixth rate. She was previously a French ship, captured in 1795 by HMS Vanguard and used as a prison ship from 1796. She was sold in 1798."
1798,SUPERB,"HMS Superb (1798) was a 74-gun third rate, launched in 1798 and broken up in 1826"
1842,SUPERB,"HMS Superb (1842) was an 80-gun second rate, launched in 1842 and broken up in 1869"
1770,SURPRISE,"HMS Surprize (1746), a 20-gun sixth rate launched in 1746 and sold in 1770."
1774,SURPRISE,"HMS Surprize (1774), a 28-gun sixth rate launched in 1774 and sold in 1783."
1778,SURPRISE,"HMS Surprize, an 18-gun sloop, formerly the American privateer Bunker Hill, of Salem, captured on 23 December 1778 at Grand Cul De Sac Bay, Saint Lucia and sold in 1783. The French may have purchased her with her becoming the Surprise, which was broken up at Rochefort in 1789."
1780,SURPRISE,"HMS Surprize (1780), a 10-gun cutter purchased in 1780 and sold in 1786."
1786,SURPRISE,"HMS Surprize (1786), a 10-gun cutter purchased in 1786 and sold in 1792."
1762,SWALLOW,"HMS Swallow (1745) was a 14-gun Merlin class sloop launched in 1745, used for the impress service from 1762 and sold in 1769."
1766,SWALLOW,HMS Swallow (1766) was a discovery vessel serving in the Pacific in 1766 and broken up in 1769.
1769,SWALLOW,HMS Swallow (1769) was a 14-gun Swallow class ship sloop launched in 1769. She foundered in 1778.
1779,SWALLOW,HMS Swallow (1779) was a 14-gun brig-rigged sloop launched in 1779 and driven ashore in 1781.
1781,SWALLOW,"HMS Swallow (1781) was a 16-gun brig-rigged sloop, previously a cutter purchased on the stocks and launched in 1781. She was sold in 1795."
1793,SWALLOW,HMS Swallow (1793) was a tender in service between 1793 and 1795.
1795,SWALLOW,HMS Swallow (1795) was an 18-gun brig-sloop launched in 1795 and sold in 1802.
1805,SWALLOW,HMS Swallow (1805) was an 18-gun Cruizer-class brig-sloop launched in 1805 and broken up in 1815.
1811,SWALLOW,HMS Swallow (1811) was a cutter tender launched in 1811 and lost in November 1824.
1824,SWALLOW,"HMS Swallow (1824) was a 10-gun brig-sloop, formerly the packet Marquis of Salisbury. She was purchased in 1824 and sold in 1836."
1831,SWALLOW,"HMS Swallow (1831) was a wooden paddle packet, previously the General Post Office vessel Ferret. She was launched in 1831, transferred to the Royal Navy in 1837 and was broken up in 1848."
1770,SWALLOW,"The Swallow of 1770 was a 14-gun ketch launched in 1770 at Bombay, and lost in 1776."
1777,SWALLOW,"The Swallow of 1777 was a 14-gun packet launched in 1777 at Bombay. She was sold to the Danish in 1780, recaptured in 1782, and possibly being named Silly. She was sold into mercantile service in 1784."
1796,SWALLOW,"HM Revenue cutter Swallow captured the French privateer Petit Diable, of six tons burthen, off Farleigh on 27 August 1796. Petit Diable had a crew of 14. Swallow brought her into Rye."
1756,SWIFT,"HMS Swift (1741) was a sloop of the Drake class, built in 1741, and lost in 1756."
1763,SWIFT,"HMS Swift (1763) was a 14-gun sloop of the Swift class, built in 1763. She sank at Puerto Deseado, Patagonia in 1770."
1779,SWIFT,HMS Swift (1779) was a 14-gun brigantine that the British captured from the United States in August 1779. She was commissioned in November under the command of Robert (or Richard) Sutton. She was out of service by end-1781.
1793,SWIFT,"HMS Swift (1793) was a 16-gun Hawk-class sloop launched in 1793 that was lost with all hands while sailing from Macao to England, presumed foundered in the South China Sea in a typhoon after last being seen on 2 July 1797."
1794,SWIFT,"HMS Swift (1794) was a 4-gun pilot-boat schooner built at Norfolk, Virginia, that the Royal Navy purchased in 1794 and that was broken up in 1802."
1802,SWIFT,"HMS Swift (1804) was the mercantile sloop Pacific, launched at Rotherhithe in 1802 that the Navy purchased in 1804, laid up in 1807, converted to a store ship in 1810, and sold in 1814."
1835,SWIFT,HMS Swift (1835) was a packet brig launched in 1835.
1750,SWIFT,"HMS Swiftsure (1750), a 70-gun third-rate ship of the line."
1787,SWIFT,"HMS Swiftsure (1787), a 74-gun third-rate ship of the line captured by the French in 1801. Later recaptured by the Royal Navy in the Battle of Trafalgar and renamed HMS Irresistible."
1804,SWIFT,"HMS Swiftsure (1804), a 74-gun third-rate ship of the line launched in 1804 which served at the Battle of Trafalgar and was sold in 1845."
1759,SWIFT,"Lagos 1759, Quiberon Bay 1759, Belle Ile 1761"
1798,SWIFT,"Nile 1798, Egypt 1801"
1805,SWIFT,Trafalgar 1805
1764,SYREN,HMS Siren (1745) was a 24-gun post ship of the 1741 Establishment launched in 1745 and sold in 1764.
1773,SYREN,HMS Siren (1773) was a 28-gun Enterprise-class sixth-rate launched in 1773 and wrecked in 1777.
1779,SYREN,HMS Syren (1779) was a 24-gun Porcupine-class post ship launched in 1779 and wrecked in 1781.
1782,SYREN,"HMS Syren (1782) was a 32-gun Amazon-class fifth-rate launched in 1782, on harbour service from 1805 and broken up in 1822."
1788,SYREN,"HMS Sirene (1794) was previously the French Serin, a brig aviso, launched in 1788 at Bayonne. HMS Intrepid and HMS Chichester captured her in 1794. She left Jamaica in late July 1796 was lost without a trace, probably in August 1796."
1805,SYREN,"HMS Siren was to have been a 32-gun Narcissus-class fifth-rate, ordered in 1805 and cancelled in 1806."
1803,SYREN,HMS Siren was previously USS Syren (1803). She was captured in 1814 and used as a hospital hulk. She was on the Navy list until 1815.
1841,SYREN,"HMS Siren (1841) was a 16-gun Helena-class brig-sloop, launched in 1841 and broken up by 1868."
1813,SYREN,Syren was an American schooner that a British squadron captured off New York in January 1813 and armed for use as a tender. Disposal unknown.
1807,SYREN,"HMS Syeren, a Danish 74-gun fourth-rate captured in 1807. She was converted to harbour service in 1809, sold in 1814 but retained and sold again in 1815."
1756,TARTAR,"HMS Tartar (1756), a 28-gun sixth rate launched in 1756 and wrecked in 1797"
1801,TARTAR,"HMS Tartar (1801), a 32-gun fifth rate launched in 1801 and wrecked in 1811"
1814,TARTAR,"HMS Tartar (1814), a 36-gun fifth rate launched in 1814, reduced to receiving ship service in 1830, and scrapped in 1859"
1779,TARTAR,"Tartar, a privateer the French vessel Andromaque sank on 15 May 1779 by"
1760,TERPSICHORE,HMS Terpsichore was a 24-gun sixth rate captured from the French in 1760 and sold in 1766.
1785,TERPSICHORE,HMS Terpsichore was a 32-gun fifth rate launched in 1785. She was used as a receiving ship from 1818 and was broken up in 1830.
1847,TERPSICHORE,"HMS Terpsichore was an 18-gun sloop launched in 1847. She was sunk in torpedo trials in 1865, and was raised and broken up in 1866."
1762,TERRIBLE,"Terrible (1762), 74-gun third-rate"
1785,TERRIBLE,"Terrible (1785), 74-gun third-rate"
1845,TERRIBLE,"Terrible (1845), wooden-hulled paddle frigate"
1758,THAMES,"HMS Thames was a 32-gun fifth rate launched in 1758 and broken up in 1803. She was in French hands between 1793 and 1796, when she was known as Tamise."
1805,THAMES,"HMS Thames was another 32-gun fifth rate, launched in 1805 and broken up in 1816."
1805,THAMES,HMS Thames was a cutter tender built in 1805. She became a dockyard craft in 1866 and was renamed YC 2. She was sold in 1872.
1814,THAMES,HMS Thames was an Indian bomb vessel launched in 1814. Her ultimate fate is unknown.
1823,THAMES,"HMS Thames was a 46 gun fifth rate launched in 1823. She was converted to a prison ship in 1841, and sank at her moorings in 1863."
1757,THETIS,HMS Thetis was a 44-gun fifth rate launched in 1747. She became a hospital ship in 1757 and was sold in 1767.
1773,THETIS,HMS Thetis was a 32-gun fifth rate launched in 1773 and wrecked entering the Careenage at St. Lucia Bay in 1781.
1782,THETIS,HMS Thetis was a 38-gun fifth rate launched in 1782 and sold in 1814.
1796,THETIS,HMS Thetis was an 8-gun schooner purchased in 1796 and listed until 1800.
1785,THETIS,"HMS Thetis was a 24-gun sixth rate that the Royal Navy captured from the Dutch at Demerara in 1796 and later scuttled there. She was a Dutch 7th Charter frigate built at Amsterdam and launched in 1785. Her dimensions, in Dutch feet of 11 Rotterdam inches, were: 125' 7/11"" x 34' x 13' 2/11""."
1810,THETIS,HMS Thetis was a 10-gun gun-brig launched in 1810 and on the lists until at least 1836.
1817,THETIS,HMS Thetis was a 46-gun fifth rate launched in 1817 and wrecked off Arraial do Cabo (near Cape Frio) in 1830.
