shipName,company,rank,voyageID,captainName,nationality,rank2,toPlace,captainName2,shipType,fromPlace,voyageStart,WIkiText,CareerStart,CareerEnd,Guns
Dordrecht,MAR,LtZ,4851,G. Jonker,Dutch,,Hellevoetsluis,,Transportschip,Malaga,1831-01-26,,,,
Dordrecht,MAR,LtZ,4852,G. Jonker,Dutch,,Hellevoetsluis,,Transportschip,Port Mahon,1830-03-01,,,,
Dordrecht,MAR,LtZ,4853,G. Jonker,Dutch,,Parimaribo,,Transportschip,Hellevoetsluis,1832-04-23,,,,
Dordrecht,MAR,LtZ,4854,G. Jonker,Dutch,,Paramaribo,,Transportschip,Hellevoetsluis,1834-02-02,,,,
Dordrecht,MAR,LtZ,4855,G. Jonker,Dutch,,Hellevoetsluis,,Transportschip,Curacao,1831-10-31,,,,
Dordrecht,MAR,LtZ,4856,G. Jonker,Dutch,,Port Mahon,,Transportschip,Hellevoetsluis,1829-01-05,,,,
Dordrecht,MAR,LtZ,4857,G. Jonker,Dutch,,La Valetta,,Transportschip,Port Mahon,1829-02-08,,,,
Dordrecht,MAR,LtZ,4858,G. Jonker,Dutch,,Smirna,,Transportschip,La Valetta,1829-02-20,,,,
Dordrecht,MAR,KLtZ,4859,H.H.T. Coops,Dutch,,Curacao,,Transportschip,Hellevoetsluis,1836-05-04,,,,
Dordrecht,MAR,LtZ,4860,G. Jonker,Dutch,,Minorca,,Transportschip,Hellevoetsluis,1830-06-24,,,,
Maas,MAR,Kapitein,4861,Arriens,Dutch,,St Maarten,,Fregat,Suriname,1835-07-11,,,,
Maas,MAR,Kapitein,4862,Arriens,Dutch,,New York,,Fregat,CuraÌ¤ao,1835-08-08,,,,
Maas,MAR,Kapitein,4863,Arriens,Dutch,,Texel,,Fregat,New York,1835-08-24,,,,
Maas,MAR,Kapitein,4864,Arriens,Dutch,,,,Fregat,,NA--,,,,
Dordrecht,MAR,LtZ,4865,G. Jonker,Dutch,,Hellevoetsluis,,Transportschip,Hellevoetsluis,1829-04-19,,,,
Dordrecht,MAR,LtZ,4866,G. Jonker,Dutch,,Port Mahon,,Transportschip,Malta,1829-03-31,,,,
Dordrecht,MAR,LtZ,4867,G. Jonker,Dutch,,Malaga,,Transportschip,Hellevoetsluis,1830-11-26,,,,
Dordrecht,MAR,LtZ,4868,G. Jonker,Dutch,,Malta,,Transportschip,Smirna,1829-03-17,,,,
Dordrecht,MAR,LtZ,4869,G. Jonker,Dutch,,Malta,,Transportschip,Minorca,1830-07-30,,,,
Dordrecht,MAR,LtZ,4870,G. Jonker,Dutch,,Hellevoetsluis,,Transportschip,Curacao,1834-04-17,,,,
Dordrecht,MAR,LtZ,4871,G. Jonker,Dutch,,Hellevoetsluis,,Transportschip,Curacao,1833-09-15,,,,
Dordrecht,MAR,KLtZ,4872,H.H.T. Coops,Dutch,,Paramaribo,,Transportschip,Hellevoetsluis,1837-05-04,,,,
Dordrecht,MAR,LtZ,4873,G. Jonker,Dutch,,Port Mahon,,Transportschip,Duins,1829-11-17,,,,
Dordrecht,MAR,LtZ,4874,G. Jonker,Dutch,,Hellevoetsluis,,Transportschip,Curacao,1832-07-05,,,,
Dordrecht,MAR,LtZ,4875,G. Jonker,Dutch,,Curacao,,Transportschip,Parimaribo,1832-06-18,,,,
Dordrecht,MAR,LtZ,4876,G. Jonker,Dutch,,Malta,,Transportschip,Port Mahon,1829-12-17,,,,
Dordrecht,MAR,LtZ,4877,G. Jonker,Dutch,,Duins,,Transportschip,Hellevoetsluis,1829-11-14,,,,
Dordrecht,MAR,KLtZ,4878,H.H.T. Coops,Dutch,,Paramaribo,,Transportschip,Curacao,1836-07-05,,,,
Dordrecht,MAR,KLtZ,4879,H.H.T. Coops,Dutch,,Hellevoetsluis,,Transportschip,Paramaribo,1836-08-29,,,,
Dordrecht,MAR,LtZ,4880,G. Jonker,Dutch,,Parimaribo,,Transportschip,Hellevoetsluis,1831-07-06,,,,
Dordrecht,MAR,LtZ,4881,G. Jonker,Dutch,,Parimaribo,,Transportschip,Hellevoetsluis,1833-07-07,,,,
Dordrecht,MAR,KLtZ,4882,H.H.T. Coops,Dutch,,Paramaribo,,Transportschip,Hellevoetsluis,1838-04-23,,,,
Dordrecht,MAR,LtZ,4883,G. Jonker,Dutch,,Smyrna,,Transportschip,Malta,1830-01-01,,,,
Dordrecht,MAR,LtZ,4884,G. Jonker,Dutch,,Malta,,Transportschip,Smyrna,1830-01-27,,,,
Dordrecht,MAR,LtZ,4885,G. Jonker,Dutch,,Port Mahon,,Transportschip,Malta,1830-02-12,,,,
Dordrecht,MAR,LtZ,4886,G. Jonker,Dutch,,Curacao,,Transportschip,Paramaribo,1834-03-27,,,,
Dordrecht,MAR,LtZ,4887,G. Jonker,Dutch,,Curacao,,Transportschip,Parimaribo,1831-09-04,,,,
Dordrecht,MAR,LtZ,4888,G. Jonker,Dutch,,,,Transportschip,Hellevoetsluis,1832-04-23,,,,
Dordrecht,MAR,LtZ,4889,G. Jonker,Dutch,,Curacao,,Transportschip,Parimaribo,1833-08-27,,,,
Dordrecht,MAR,KLtZ,4890,H.H.T. Coops,Dutch,,Hellevoetsluis,,Transportschip,Curacao,1837-07-20,,,,
Dordrecht,MAR,KLtZ,4891,H.H.T. Coops,Dutch,,Hellevoetsluis,,Transportschip,Curacao,1838-06-23,,,,
Dordrecht,MAR,KLtZ,4892,C. van der Hart,Dutch,,Nieuwediep,,Transportschip,Curacao,1841-05-28,,,,
Dordrecht,MAR,KLtZ,4893,H.H.T. Coops,Dutch,,Paramaribo,,Transportschip,Hellevoetsluis,1838-12-15,,,,
Dordrecht,MAR,KLtZ,4894,C. van der Hart,Dutch,,Hellevoetsluis,,Transportschip,Paramaribo,1842-01-30,,,,
Dordrecht,MAR,KLtZ,4895,C. van der Hart,Dutch,,Paramaribo,,Transportschip,Nederland,1842-06-14,,,,
Dordrecht,MAR,KLtZ,4896,H.H.T. Coops,Dutch,,Curacao,,Transportschip,Paramaribo,1837-06-30,,,,
Dordrecht,MAR,KLtZ,4897,H.H.T. Coops,Dutch,,Curacao,,Transportschip,Paramaribo,1838-06-06,,,,
Dordrecht,MAR,KLtZ,4898,H.H.T. Coops,Dutch,,Hellevoetsluis,,Transportschip,Paramaribo,1839-03-20,,,,
Dordrecht,MAR,KLtZ,4899,C. van der Hart,Dutch,,Paramaribo,,Transportschip,Nederland,1841-02-24,,,,
Dordrecht,MAR,KLtZ,4900,C. van der Hart,Dutch,,Curacao,,Transportschip,Paramaribo,1841-05-10,,,,
Dordrecht,MAR,KLtZ,4901,C. van der Hart,Dutch,,Paramaribo,,Transportschip,Nieuwediep,1841-10-27,,,,
Dordrecht,MAR,KLtZ,4902,C. van der Hart,Dutch,,Curacao,,Transportschip,Paramaribo,1842-08-22,,,,
Dordrecht,MAR,KLtZ,4903,C. van der Hart,Dutch,,Hellevoetsluis,,Transportschip,Curacao,1842-09-07,,,,
Dordrecht,MAR,KLtZ,4904,C. van der Hart,Dutch,,Paramaribo,,Transportschip,Hellevoetsluis,1843-03-08,,,,
Dordrecht,MAR,KLtZ,4905,C. van der Hart,Dutch,,Hellevoetsluis,,Transportschip,Paramaribo,1843-05-29,,,,
Dordrecht,MAR,KLtZ,4906,C. van der Hart,Dutch,,Paramaribo,,Transportschip,Nederland,1843-09-21,,,,
Dordrecht,MAR,KLtZ,4907,C. van der Hart,Dutch,,The Netherlands,,Transportschip,Paramaribo,1843-12-12,,,,
Dordrecht,MAR,KLtZ,4908,C. van der Hart,Dutch,,Vlissingen,,Transportschip,Suriname,1844-11-12,,,,
Dordrecht,MAR,KLtZ,4909,C. van der Hart,Dutch,,Suriname,,Transportschip,Nederland,1845-07-20,,,,
Dordrecht,MAR,KLtZ,4910,C. van der Hart,Dutch,,Suriname,,Transportschip,Nederland,1844-09-02,,,,
Dordrecht,MAR,KLtZ,4911,C. van der Hart,Dutch,,The Netherlands,,Transportschip,Suriname,1845-09-19,,,,
Dordrecht,MAR,LtZ,4912,J. Modera,Dutch,,Cadiz,,Transportschip,Nederland,1847-04-18,,,,
Dordrecht,MAR,LtZ,4913,J. Modera,Dutch,,Parimaribo,,Transportschip,Cadiz,1847-06-01,,,,
Dordrecht,MAR,LtZ,4914,J. Modera,Dutch,,Nederland,,Transportschip,Curacao,1847-08-14,,,,
Dordrecht,MAR,LtZ,4915,S.J. Rijsen,Dutch,,Suriname,,Transportschip,Nederland,1848-01-19,,,,
Dordrecht,MAR,KLtZ,4916,von Romer,Dutch,,Curacao,,Transportschip,Suriname,1848-04-10,,,,
Dordrecht,MAR,KLtZ,4917,von Romer,Dutch,,Nederland,,Transportschip,Curacao,1848-05-06,,,,
Unknown-12,,Kapitein,4918,D. Hofker,Dutch,,Rotterdam,,,Java,1843-10-26,,,,
Unknown-12,,Kapitein,4919,D. Hofker,Dutch,,Java,,,Rotterdam,1843-04-18,,,,
Triton,MAR,LtZ 2,4920,J. de Haan,Dutch,KLtZ,Batavia,A.C. Edeling,Korvet,Plymouth,1837-12-05,,,,
Dordrecht,MAR,LtZ,4921,J. Modera,Dutch,,Curacao,,Transportschip,Parimaribo,1847-06-01,,,,
Triton,MAR,LtZ 2,4922,J. de Haan,Dutch,KLtZ,Plymouth,A.C. Edeling,Korvet,Texel,1837-10-19,,,,
Venus,Marine,KLtz,4923,E. Ippius Fockens,Dutch,,Parimaribo,,Brik,Hellevoetsluis,1849-05-20,,,,
Venus,Marine,KLtz,4924,J.L. van Hasselt,Dutch,,St Martin,,Brik,CuraÌ¤ao,1850-10-23,,,,
Venus,Marine,KLtz,4925,J.L. van Hasselt,Dutch,,Paramaribo,,Brik,St Martin,1850-11-07,,,,
Venus,Marine,KLtz,4926,E. Ippius Fockens,Dutch,,Curacao,,Brik,Parimaribo,1849-07-22,,,,
Venus,Marine,KLtz,4927,E. Ippius Fockens,Dutch,,Laguaijra,,Brik,Curacao,1849-08-19,,,,
Venus,Marine,KLtz,4928,E. Ippius Fockens,Dutch,,Porto Cabello,,Brik,Laguaijra,1849-09-02,,,,
Venus,Marine,KLtz,4929,E. Ippius Fockens,Dutch,,Laguaijra,,Brik,Porto Cabello,1849-09-06,,,,
Venus,Marine,KLtz,4930,E. Ippius Fockens,Dutch,,Aguadilla,,Brik,Curacao,1850-04-22,,,,
Venus,Marine,KLtz,4931,E. Ippius Fockens,Dutch,,St. Juan de Porte Rico,,Brik,Aguadilla,1850-05-02,,,,
Venus,Marine,KLtz,4932,E. Ippius Fockens,Dutch,,Curacao,,Brik,St. Juan de Porte Rico,1850-05-09,,,,
Venus,Marine,KLtz,4933,E. Ippius Fockens,Dutch,,St Martin,,Brik,Curacao,1850-06-20,,,,
Venus,Marine,KLtz,4934,J.L. van Hasselt,Dutch,,Paramaribo,,Brik,St Martin,1850-07-01,,,,
Venus,Marine,KLtz,4935,E. Ippius Fockens,Dutch,,Paramaribo,,Brik,St Martin,1850-07-01,,,,
Venus,Marine,KLtz,4936,J.L. van Hasselt,Dutch,,Curacao,,Brik,Paramaribo,1850-09-17,,,,
Venus,MAR,,4937,,Dutch,,Suriname,,Brik,Nederland,1840-12-30,,,,
Venus,MAR,,4938,,Dutch,,Curacao,,Brik,Paramaribo,1841-05-04,,,,
Venus,MAR,,4939,,Dutch,,Martinique,,Brik,Curacao,1841-06-03,,,,
Venus,MAR,,4940,,Dutch,,St Maarten,,Brik,Curacao,1842-02-01,,,,
Venus,MAR,,4941,,Dutch,,Curacao,,Brik,Martinique,1841-07-01,,,,
Venus,MAR,,4942,,Dutch,,Baai Jacomel,,Brik,Curacao,1841-07-26,,,,
Venus,MAR,,4943,,Dutch,,Jamaica,,Brik,Baai Jacomel,1841-07-31,,,,
Venus,MAR,,4944,,Dutch,,Curacao,,Brik,Jamaica,1841-08-05,,,,
Venus,MAR,,4945,,Dutch,,Paramaribo,,Brik,St Maarten,1842-02-19,,,,
Venus,MAR,,4946,,Dutch,,Hellevoetsluis,,Brik,Curacao,1844-04-06,,,,
Venus,MAR,,4947,,Dutch,,Cayenne,,Brik,Paramaribo,1842-05-19,,,,
Venus,MAR,,4948,,Dutch,,Paramaribo,,Brik,Curacao,1843-09-18,,,,
Venus,MAR,,4949,,Dutch,,Curacao,,Brik,Cayenne,1842-06-14,,,,
Venus,MAR,,4950,,Dutch,,La Guayra,,Brik,Curacao,1842-07-12,,,,
Venus,MAR,,4951,,Dutch,,Curacao,,Brik,La Guayra,1842-09-18,,,,
Venus,MAR,,4952,,Dutch,,,,Brik,,NA--,,,,
Venus,MAR,,4953,,Dutch,,La Guayra,,Brik,St Martin,1842-11-22,,,,
Venus,MAR,,4954,,Dutch,,St Eustatius,,Brik,Curacao,1843-01-08,,,,
Venus,MAR,,4955,,Dutch,,St Martin,,Brik,St Eustatius,1843-01-22,,,,
Venus,MAR,,4956,,Dutch,,Paramaribo,,Brik,St Martin,1843-01-25,,,,
Formosa,,,4957,Reiniersen,Dutch,,Nederland,,,Soerabaija,1845-12-06,,,,
Formosa,,,4958,Reiniersen,Dutch,,Batavia,,,Nederland,1845-06-20,,,,
Venus,MAR,,4959,,Dutch,,Curacao,,Brik,Paramaribo,1843-06-28,,,,
Formosa,,Kapitein,4960,H. Reinierssen,Dutch,,Batavia,,,Nederland,1840-06-10,,,,
Batavia,,Kapitein,4961,H. A. Jacomettie,Dutch,,Batavia,,,Rotterdam,1829-09-26,,,,
Formosa,,,4962,Reiniersen,Dutch,,Java,,,Nederland,1847-05-02,,,,
Formosa,,,4963,Reiniersen,Dutch,,Soerabaija,,,Batavia,1845-10-19,,,,
Batavia,,Kapitein,4964,H. A. Jacomettie,Dutch,,Rotterdam,,,Soerabaya,1830-02-28,,,,
Batavia,A. van Hoboken & zn. Te Rotterdam.,Kapitein,4965,A. Schaap,Dutch,,Batavia,,Fregat,Rotterdam,1832-01-01,,,,
Batavia,A. van Hoboken & zn. Te Rotterdam.,Kapitein,4966,A. Schaap,Dutch,,Rotterdam,,Fregat,Batavia,1832-07-08,,,,
Batavia,MER,Kapitein,4967,Bruhn,Dutch,,Batavia,,,Rotterdam,1833-07-10,,,,
Batavia,MER,Kapitein,4968,Bruhn,Dutch,,Helvoetsluis,,,Padang,1833-12-14,,,,
Batavia,,Kapitein,4969,H. Bruhn,Dutch,,Batavia,,,Rotterdam,1834-07-18,,,,
Batavia,,Kapitein,4970,H. Bruhn,Dutch,,Rotterdam,,,Batavia,1835-01-07,,,,
Batavia,MER,Kapitein,4971,Bruhn,Dutch,,Batavia,,,Rotterdam,1835-07-02,,,,
Batavia,MER,Kapitein,4972,Bruhn,Dutch,,Helvoetsluis,,,Batavia,1835-12-08,,,,
Batavia,MER,Kapitein,4973,Bruhn,Dutch,,Batavia,,,Rotterdam,1836-05-20,,,,
Batavia,MER,Kapitein,4974,Bruhn,Dutch,,Helvoetsluis,,,Batavia,1836-10-06,,,,
Batavia,,,4975,J.A. Pronk,Dutch,,Batavia,,,Rotterdam,1837-06-08,,,,
Batavia,,,4976,J.A. Pronk,Dutch,,Rotterdam,,,Batavia,1837-12-03,,,,
Batavia,,Kapitein,4977,J.A. Pronk,Dutch,,Batavia,,,Rotterdam,1838-11-16,,,,
Batavia,,Kapitein,4978,J.A. Pronk,Dutch,,Rotterdam,,,Batavia,1839-05-15,,,,
Batavia,,Kapitein,4979,J.A. Pronk,Dutch,,Batavia,,,Rotterdam,1839-12-05,,,,
Batavia,,Kapitein,4980,J.A. Pronk,Dutch,,Rotterdam,,,Batavia,1840-06-06,,,,
Batavia,MAR,,4981,,Dutch,,Batavia,,Stoomschip,Nederland,1846-09-21,,,,
Suriname,MAR,LtZ,4982,B.H. Haring,Dutch,,,,Stoomschip,,NA--,,,,
Suriname,MAR,LtZ,4983,B.H. Haring,Dutch,,Paramaribo,,Stoomschip,Hellevoetsluis,1847-09-25,,,,
Suriname,MAR,LtZ,4984,B.H. Haring,Dutch,,Hellevoetsluis,,Stoomschip,Paramaribo,1849-08-20,,,,
Suriname,MAR,LtZ,4985,B.H. Haring,Dutch,,Batavia,,Stoomschip,Hellevoetsluis,1850-10-08,,,,
Mercator,,Kapitein,4986,J. Poort,Dutch,,Nederland,,Bark,Batavia,1852-02-15,,,,
Mercator,,Kapitein,4987,J. Poort,Dutch,,Kaap de Goede Hoop,,Bark,Nederland,1851-09-05,,,,
Mercator,,Kapitein,4988,J. Poort,Dutch,,Batavia,,Bark,Kaap de Goede Hoop,1851-11-19,,,,
Bromo,,Ltz. 1e klas,4989,De Smit v.d. Broocke,Dutch,,Java,,Steamer,Falmouth,1844-03-28,,,,
Mercator,,Kapitein,4990,E. Brouwers,Dutch,1e stuurman,Batavia,J. Gagestein,Bark,Hellevoetsluis,1848-12-11,,,,
Bromo,,Ltz.,4991,J.W. Stoll,Dutch,,Java,,Steamer,Falmouth,1849-05-05,,,,
Mercator,,Kapitein,4992,E. Brouwers,Dutch,1e stuurman,Rotterdam,J. Gagestein,Bark,Batavia,1849-06-05,,,,
Bromo,,LtZ,4993,J.W. Stoll,Dutch,,Nederland,,Stoomschip,Batavia,1851-09-27,,,,
Lansier,,LtZ,4994,G.C. Alvarez,Dutch,,Batavia,,Schoenerbrik,Nederland,1851-11-02,,,,
Estafette,,Kapitein,4995,D. Hofker,Dutch,,Port Jackson,,Bark,Hellevoetsluis,1852-12-14,,,,
Estafette,,Kapitein,4996,D. Hofker,Dutch,,Hellevoetsluis,,Bark,Batavia,1853-11-16,,,,
Estafette,,Kapitein,4997,D. Hofker,Dutch,,Batavia,,Bark,Port Jackson,1853-08-22,,,,
Cornelia,,Kapitein,4998,H.P.Hazewinckel,Dutch,,Padang,,Bark,Texel,1853-08-08,,,,
Polanen,ADM,,5195,,Dutch,,Kaap de Goede Hoop,,,Batavia,1749-11-28,,,,
Polanen,ADM,,5196,,Dutch,,Kaap de Goede Hoop,,,Batavia,1750-01-26,,,,
Polanen,ADM,Kapitein,5197,Hilde Hendricksz Hoek,Dutch,Cadet,Kaap de Goede Hoop,Volkert Groeneweg,,Batavia,1750-01-26,,,,
Polanen,ADM,,5198,,Dutch,,Kaap de Goede Hoop,,,Batavia,1749-01-26,,,,
Amsterdam,MER,Kapitein,5285,H. Hofmeijer,Dutch,,Porto Praijo,,,Texel,1815-10-31,,,,
Amsterdam,MER,Kapitein,5286,H. Hofmeijer,Dutch,,Allerheiligen Baaij,,,Porto Praijo,1815-11-27,,,,
Amsterdam,MER,Kapitein,5287,H. Hofmeijer,Dutch,,,,,,1815-11-27,,,,
Amsterdam,ADM,KtZ,5288,H. Hofmeijer,Dutch,,Algoa Baai,,,Soerabaya,1817-11-06,,,,
Amsterdam,ADM,KtZ,5289,H. Hofmeijer,Dutch,,Nederland,,,Algoa Baai,1818-03-13,,,,
Amsterdam,MER,Kapitein,5290,H. Hofmeijer,Dutch,,Tafelbaai,,,Allerheiligen Baaij,1816-01-10,,,,
Amsterdam,MER,Kapitein,5291,H. Hofmeijer,Dutch,,Batavia,,,Tafelbaai,1816-03-05,,,,
Amsterdam,,KLtZ,5292,J. Spanjaard,Dutch,,New York,,Stoomschip,London,1853-07-18,,,,
Amsterdam,,KLtZ,5293,J. Spanjaard,Dutch,,The Netherlands,,Stoomschip,Curacao,1853-11-07,,,,
Amsterdam,,KLtZ,5296,J. Spanjaard,Dutch,,Curacao,,Stoomschip,New York,1853-09-19,,,,
Amsterdam,,KLtZ,5297,J. Spanjaard,Dutch,,,,Stoomschip,,NA--,,,,
Inconnu-1,,Cdt.,1173,Grimaldy,French,,St. Domingue,,,Brest,1784-10-08,,,,
Inconnu-1,,Cdt.,1174,Grimaldy,French,,Coastal,,,West Indies,NA--,,,,
Inconnu-1,,Cdt.,1175,Grimaldy,French,,Brest,,,West Indies,1786-03-22,,,,
L'Indiscrette,,Cdt.,1176,Ch.D'Esnos,French,,Nantes,,,Guadeloupe,1768-02-20,,,,
L'Indiscrette,,Cdt.,1177,Ch.D'Esnos,French,,Guadeloupe,,,Nantes,1767-10-08,,,,
L'Indiscrette,,Cdt.,1178,Ch.D'Esnos,French,,,,,,NA--,,,,
L'Ambition,,"Cdt,",1179,De Cumont,French,,Fort Royal,,,Rochefort,1764-06-14,,,,
L'Ambition,,"Cdt,",1180,De Cumont,French,,Rochefort,,,Cap,1764-08-12,,,,
L'Ambition,,"Cdt,",1181,De Cumont,French,,,,,,NA--,,,,
L'Aquillon,,Cdt.,1182,M. De la Rochefoucault,French,,Brest,,,la Barbade,1753-07-05,,,,
L'Aquillon,,Cdt.,1183,M. De la Rochefoucault,French,,Fort Royal,,,Brest,1752-12-31,,,,
Amphitrite,,Cdt.,1184,M. Le Comte de Grasse,French,,Brest,,,Caribean,1776-07-21,,,,
Amphitrite,,Cdt.,1185,M. Le Comte de Grasse,French,,Coastal,,,Coastal,1776-07-21,,,,
L'Aquillon,,Cdt.,1186,M. De la Rochefoucault,French,,,,,,NA--,,,,
Amphitrite,,Cdt.,1187,M. Le Comte de Grasse,French,,,,,,NA--,,,,
Amphitrite,,Cdt.,1188,M. Le Comte de Grasse,French,,Fort Royal,,,Brest,1775-06-05,,,,
La Belle Poule,,Cdt.,1189,Thomas D'Orves,French,,"Dominique, cadix, Malagua et retour a Brest",,,Brest,1771-05-04,,,,
La Belle Poule,,Cdt.,1190,Thomas D'Orves,French,,Cadix,,,Brest,1771-06-20,,,,
La Belle Poule,,Cdt.,1191,Thomas D'Orves,French,,Malagua,,,Cadix,1771-08-07,,,,
La Belle Poule,,Cdt.,1192,Thomas D'Orves,French,,"Dominique, cadix, Malagua et retour a Brest",,,Malagua,1771-08-10,,,,
La Bergere,,Cdt.,1193,M. De la Cardonnie,French,,Rochefort,,,La Havane,1769-07-19,,,,
La Belle Poule,,Cdt.,1194,Thomas D'Orves,French,,Brest,,,Cadix,1771-09-23,,,,
La Bergere,,Cdt.,1195,M. De la Cardonnie,French,,,,,Coastal,NA--,,,,
La Bergere,,Cdt.,1196,M. De la Cardonnie,French,,Ferrol,,,Rochefort,1768-09-15,,,,
La Bergere,,Cdt.,1197,M. De la Cardonnie,French,,Cap,,,Ferrol,1768-10-14,,,,
La Bergere,,Cdt.,1198,M. De la Cardonnie,French,,Rochefort,,,Rochefort,1769-07-19,,,,
Le Leopard,,Cdt.,1226,M. De Rosily,French,,,,,,NA--,,,,
Le Leopard,,Cdt.,1227,M. De Rosily,French,,Brest,,,Martinique,1752-06-24,,,,
Le Leopard,,Cdt.,1228,M. De Rosily,French,,La Martinique,,,Brest,1751-10-23,,,,
La Tourterelle,,Cdt.,1229,M. Du Breil de Retz,French,,Martinique,,,Brest,1775-11-21,,,,
La Tourterelle,,Cdt.,1230,M. Du Breil de Retz,French,,Brest,,,Martinique,1776-04-01,,,,
La Tourterelle,,Cdt.,1231,M. Du Raye,French,,Martinique,,,Brest,1775-11-21,,,,
La Tourterelle,,Cdt.,1232,M. Du Raye,French,,Brest,,,Martinique,1776-04-01,,,,
La Perle,,Cdt.,1233,De la Biochaye,French,,,,,,NA--,,,,
La Perle,,Cdt.,1234,De la Biochaye,French,,Basse Terre,,,Brest,1769-01-14,,,,
La Perle,,Cdt.,1235,De la Biochaye,French,,Fort Royal,,,Brest,1769-07-23,,,,
La Favorite,,Cdt.,1236,M. De Medine,French,,Martinique,,,Brest,1786-10-26,,,,
La Favorite,,Cdt.,1237,M. De Medine,French,,,,,,NA--,,,,
La Perle,,Cdt.,1238,M. De La Biochaye,French,,,,,,NA--,,,,
La Perle,,Cdt.,1239,M. De La Biochaye,French,,Fort Royal,,,Brest,1769-07-23,,,,
La Favorite,,Cdt.,1240,De Medine,French,,,,Corvette,,NA--,,,,
La Favorite,,Cdt.,1241,M. De Medine,French,,Nantasken,,,Cap,1788-07-31,,,,
La Favorite,,Cdt.,1242,M. De Medine,French,,Busque,,,Nantasken,1788-09-27,,,,
La Favorite,,Cdt.,1243,M. De Medine,French,,Cap,,,Fort Royal,1788-07-09,,,,
La Diane,,Cdt.,1244,Froger de L'eguille,French,,Louisbourg,,,Isle d'Aix,1755-03-15,,,,
La Diane,,Cdt.,1245,Froger de L'eguille,French,,,,,,NA--,,,,
La Diane,,Cdt.,1246,Froger de L'eguille,French,,Louisbourg,,,Louisbourg,1756-03-13,,,,
La Diane,,Cdt.,1247,Froger de L'eguille,French,,QuÌ©bec,,,Louisbourg,1756-05-11,,,,
La Diane,,Cdt.,1248,Froger de L'eguille,French,,Quebec,,,Louisbourg,1756-05-11,,,,
La Diane,,Cdt.,1249,Froger de L'eguille,French,,Rochefort,,,Quebec,1756-08-05,,,,
La Diane,,,1250,Froger de L'eguille,French,,Rochefort,,,Quebec,1756-08-05,,,,
Le Oiseau,,Cdt,1251,De Bausset,French,,Martinique,,,Port Louis,1775-10-01,,,,
Le Oiseau,,Cdt,1252,De Bausset,French,,Brest,,,Guadeloupe,1776-03-10,,,,
Le Oiseau,,Cdt,1253,De Bausset,French,,,,,,NA--,,,,
La Fleur de Lys,,Cdt.,1254,D'Oisy,French,,,,,,NA--,,,,
La Fleur de Lys,,Cdt.,1255,D'Oisy,French,,Brest,,,Cap,1759-09-18,,,,
La Fleur de Lys,,Cdt.,1256,D'Oisy,French,,Martinique,,,Brest,1759-01-21,,,,
La Pomone,,Cdt.,1257,M. Du Saint Agnant,French,,Martinique,,,Cadise,1751-11-16,,,,
La Pomone,,Cdt.,1258,M. Du Saint Agnant,French,,Mediteranee,,,Guadeloupe,1752-06-22,,,,
La Pomone,,Cdt.,1259,M. Du Saint Agnant,French,,Malaga,,,Toulon,1751-10-10,,,,
La Pomone,,Cdt.,1260,M. Du Saint Agnant,French,,Cadise,,,Malaga,1751-11-10,,,,
La Pomone,,Cdt.,1261,M. Du Saint Agnant,French,,,,,,NA--,,,,
La Coulisse,,Cdt.,1262,M. Du Beauregard de Telincourt,French,,Guadeloupe,,,Rochefort,1766-05-03,,,,
La Coulisse,,Cdt.,1263,M. Du Beauregard de Telincourt,French,,Martinique,,,Guadeloupe,1766-07-13,,,,
La Coulisse,,Cdt.,1264,M. Du Beauregard de Telincourt,French,,Rochefort,,,Martinique,1766-08-11,,,,
La DanaÌ©,,Cdt.,1265,Kearney,French,,La Martinique,,,Brest,1766-02-12,,,,
La DanaÌ©,,Cdt.,1266,Kearney,French,,Brest,,,La Martinique,1766-07-17,,,,
La DanaÌ©,,Cdt.,1267,M. Du Kearney,French,,Marie Galante,,,Brest,1765-02-12,,,,
La DanaÌ©,,Cdt.,1268,M. Du Kearney,French,,Brest,,,Marie Galante,1765-07-17,,,,
La Dedaigneuse,,Cdt.,1269,Deshayes de Cry,French,,St Domingue,,,Brest,1775-11-07,,,,
La Dedaigneuse,,Cdt.,1270,Deshayes de Cry,French,,,,,,NA--,,,,
La Dedaigneuse,,Cdt.,1271,Deshayes de Cry,French,,Brest,,,Cap,1776-04-21,,,,
La Durance,,Cdt.,1272,De Kerlerec,French,,Martinique,,,Brest,1785-11-08,,,,
La Durance,,Cdt.,1273,De Kerlerec,French,,Brest,,,Guadeloupe,1786-01-09,,,,
La Durance,,Cdt.,1274,De Kerlerec,French,,,,,,NA--,,,,
La Elourdie,,Cdt.,1275,De Begue,French,,St Domingue,,,St. Nazaire,1775-11-23,,,,
La Elourdie,,Cdt.,1276,De Begue,French,,St. Nazaire,,,St Domingue,1776-09-30,,,,
La Fortune,,Cdt.,1277,M. Du Repentigny,French,,La Guadeloupe,,,L'isle d'Aix,1765-04-08,,,,
La Fortune,,Cdt.,1278,M. Du Repentigny,French,,L'isle d'Aix,,,La Guadeloupe,1765-07-19,,,,
La Loir,,Cdt.,1279,De CarnÌ©,French,,Martinique,,,Brest,1786-03-06,,,,
La Loir,,Cdt.,1280,De CarnÌ©,French,,Brest,,,Martinique,1786-05-24,,,,
La Loir,,Cdt.,1281,De CarnÌ©,French,,,,,,NA--,,,,
